sleep_hours,work_hours,screen_time,exercise_minutes,mood_score,productivity_score,burnout_risk
7.5,9.0,6.8,45,5,79.7,Medium
4.2,6.9,7.5,45,3,54.1,High
7.1,10.1,7.8,0,9,73.5,Medium
9.7,9.7,4.5,30,5,84.5,Low
5.7,8.0,9.5,0,10,76.3,Medium
5.8,6.8,4.4,60,3,69.9,Medium
8.1,9.6,9.5,0,9,81.4,Medium
4.8,8.9,7.1,30,1,43.1,High
6.1,6.0,1.5,0,9,87.7,Low
7.8,4.6,4.1,15,5,73.9,Low
6.1,6.9,1.5,60,6,85.1,Low
6.7,10.8,8.9,0,2,57.4,High
8.0,10.0,5.9,0,8,77.9,Medium
7.6,5.1,1.0,0,3,71.1,Low
7.4,4.9,6.9,30,1,55.2,Medium
6.5,10.3,4.7,30,7,81.5,Medium
7.5,5.0,2.3,15,3,68.1,Low
6.8,8.6,10.2,30,4,58.3,High
7.6,6.1,6.3,0,5,70.2,Medium
6.3,11.1,5.3,60,1,60.3,High
6.7,5.8,5.0,45,9,84.6,Low
5.6,10.0,2.2,90,7,80.9,Low
7.0,7.9,2.7,60,2,77.4,Medium
5.9,8.1,9.2,15,1,54.3,High
5.4,3.2,4.8,15,2,48.2,Medium
7.4,2.7,6.1,45,3,52.7,Low
7.3,7.0,1.0,0,3,70.0,Low
8.1,8.0,2.7,15,8,99.3,Low
6.4,5.0,7.5,0,5,54.5,Medium
7.6,5.1,6.9,30,9,84.6,Low
7.8,8.7,10.4,30,3,64.6,High
7.6,8.7,9.4,0,6,66.6,High
5.8,7.2,5.4,0,4,63.9,High
7.2,9.2,7.2,45,8,83.5,Medium
7.5,4.9,5.2,0,1,48.6,Medium
7.0,6.7,11.1,90,4,69.0,Medium
4.1,11.1,8.9,0,7,54.8,High
7.2,7.7,6.4,30,9,87.3,Low
10.1,7.8,6.5,15,1,74.9,Medium
6.5,12.6,9.6,0,8,62.1,High
6.0,4.4,7.4,30,2,42.7,High
7.5,9.3,9.9,30,4,58.2,High
7.4,11.2,1.0,60,4,74.4,Medium
8.7,6.8,7.2,45,8,86.8,Low
5.2,9.4,4.7,0,2,57.4,High
8.0,5.3,10.4,0,7,62.1,Medium
7.8,6.0,9.9,15,3,49.7,Medium
6.8,8.3,6.1,0,9,80.7,Medium
7.5,9.3,9.8,30,5,63.4,High
8.4,10.0,10.5,90,8,85.4,Medium
8.2,11.0,6.2,30,5,79.0,High
5.4,7.4,12.2,45,1,29.3,High
8.1,10.1,5.9,30,9,87.9,Low
6.9,6.7,5.5,45,10,87.3,Low
7.1,9.5,8.2,0,7,68.8,High
7.1,8.0,5.1,45,4,79.6,Medium
6.8,8.5,6.2,60,7,80.6,Medium
8.7,8.4,9.5,0,5,71.5,High
6.9,4.0,6.0,15,10,84.8,Low
5.4,5.0,1.8,90,9,88.1,Low
6.4,7.7,6.9,45,2,60.7,High
7.3,3.8,4.3,0,4,60.2,Low
8.7,9.3,8.2,30,6,86.4,Medium
7.8,9.4,7.7,15,5,67.4,Medium
5.8,8.2,9.7,30,1,53.6,High
10.5,5.0,8.3,15,9,85.2,Low
7.4,10.5,8.7,0,9,74.8,Medium
8.8,12.0,4.3,30,3,75.4,High
6.8,7.8,8.0,45,4,65.7,Medium
7.7,8.6,10.9,60,4,68.6,High
8.2,7.9,4.3,0,10,95.1,Low
8.7,8.7,10.5,45,8,76.2,Medium
8.5,7.2,4.6,0,6,85.9,Low
8.2,7.4,3.9,15,2,74.3,Medium
6.6,9.5,6.7,60,4,66.6,Medium
6.2,12.7,7.8,30,1,49.7,High
7.5,4.4,8.3,0,3,46.6,Medium
8.3,7.3,3.6,0,4,79.1,Low
6.7,4.9,7.1,30,8,64.6,Low
8.5,11.0,4.3,45,3,73.0,Medium
9.0,6.2,2.3,90,5,90.5,Low
5.7,4.3,3.7,45,1,48.4,Medium
5.8,8.9,4.1,60,4,73.5,Medium
6.8,11.3,7.3,45,2,57.8,High
7.4,9.0,8.9,60,4,70.1,Medium
6.3,8.0,2.3,0,5,78.0,Medium
8.9,8.4,6.9,60,3,78.4,Medium
7.6,10.6,3.1,15,6,76.4,Medium
7.1,5.6,7.6,60,2,54.6,Medium
5.0,7.3,4.4,0,5,65.3,High
5.2,6.5,3.4,45,4,64.8,Medium
7.4,4.9,8.0,45,5,64.1,Low
4.0,6.8,4.5,90,9,80.3,Low
8.4,9.9,5.2,45,6,83.1,Low
6.8,8.7,1.0,15,7,83.3,Low
11.0,8.9,8.4,30,8,86.0,Low
10.2,7.8,8.1,15,9,90.1,Low
6.7,8.7,6.0,0,5,63.6,High
6.9,5.7,2.2,0,8,72.8,Low
8.4,6.8,9.0,0,2,58.3,Medium
9.4,7.9,4.3,30,10,100.0,Low
4.7,8.1,4.9,60,9,88.2,Low
4.5,8.2,11.8,60,2,43.4,High
6.1,7.2,4.2,0,5,69.3,Medium
7.8,6.7,7.9,0,6,69.6,Medium
7.7,14.0,7.4,0,4,53.0,High
8.5,9.5,7.0,0,8,74.2,Medium
5.3,8.4,6.7,0,10,82.9,Medium
3.8,7.0,6.9,15,3,48.9,High
8.2,6.5,6.7,30,5,73.4,Low
5.8,7.2,5.9,30,2,57.2,Medium
4.2,8.1,9.8,30,3,50.1,High
7.2,3.4,2.7,15,8,77.6,Low
8.1,4.0,8.6,45,5,60.7,Low
6.8,6.1,8.1,45,3,57.3,Medium
6.4,8.0,7.7,15,5,66.9,High
6.8,7.0,8.8,0,9,68.9,Medium
6.5,10.8,5.8,0,3,63.7,High
5.1,4.2,1.3,0,10,77.8,Low
6.0,5.8,5.8,30,7,68.1,Low
7.7,10.8,3.5,0,8,83.0,Medium
7.5,7.8,4.2,30,5,84.5,Low
7.2,9.4,2.9,0,3,69.8,High
5.6,12.0,4.8,45,6,74.0,High
6.7,6.0,4.5,0,3,60.3,Medium
4.0,7.3,1.0,30,9,80.5,Low
7.2,6.9,7.8,0,2,51.6,High
9.0,3.2,11.6,0,3,42.0,Medium
4.9,6.8,7.5,60,7,71.7,Medium
6.2,9.4,5.5,30,10,84.4,Medium
7.5,8.7,5.9,0,8,77.2,Medium
8.8,8.9,4.9,30,5,77.4,Low
6.4,6.7,6.2,30,5,60.9,Medium
6.0,6.1,5.9,30,5,76.2,Medium
4.2,10.3,3.9,15,4,56.5,High
7.1,6.4,10.2,60,9,78.2,Low
9.9,8.1,2.3,0,6,90.5,Low
7.4,7.9,7.8,15,8,84.6,Medium
7.0,10.7,5.7,15,8,74.8,Medium
7.5,9.6,10.8,45,5,71.0,High
7.0,4.7,6.9,60,9,87.0,Low
5.9,4.9,5.1,45,2,51.2,Medium
8.2,8.8,5.4,45,8,96.0,Low
7.3,7.4,6.1,90,3,82.3,Medium
7.0,6.5,3.1,30,7,77.7,Low
5.6,9.7,4.1,45,9,79.4,Medium
8.8,7.9,1.5,90,5,91.8,Low
7.9,7.6,3.7,0,8,85.5,Low
6.2,9.2,6.2,30,4,61.7,High
8.4,6.7,6.8,45,1,62.3,Medium
6.3,11.0,1.1,60,1,64.0,High
5.9,5.8,5.7,60,6,74.2,Low
5.9,8.9,7.4,45,8,76.8,Medium
4.5,10.7,5.6,60,10,81.8,Medium
7.7,4.5,4.4,30,2,65.8,Low
4.4,6.7,5.0,0,4,57.6,Medium
5.3,10.0,4.6,0,3,56.9,High
4.1,10.0,4.4,30,9,72.9,High
6.9,7.1,6.4,15,3,66.3,Medium
6.8,5.9,11.8,30,8,64.1,Medium
6.5,9.6,4.1,15,7,80.1,Medium
5.5,10.1,5.2,60,1,55.1,High
5.4,4.9,5.9,15,8,68.6,Low
7.7,4.9,4.3,60,9,85.9,Low
6.2,8.0,8.7,60,8,79.4,Medium
7.4,8.9,1.0,30,10,100.0,Low
5.8,6.8,4.7,15,10,87.0,Low
7.3,9.0,8.0,45,1,52.8,High
8.8,5.9,5.3,45,7,86.0,Low
7.8,2.8,3.9,15,9,81.7,Low
6.4,6.6,7.1,0,5,62.4,Medium
7.4,7.6,8.3,0,2,50.9,High
6.7,6.9,6.5,0,8,72.4,Medium
7.0,5.0,4.0,0,9,85.4,Low
6.5,3.5,7.1,0,7,59.4,Low
6.8,6.4,5.0,30,5,68.6,Low
7.3,9.5,7.9,90,8,90.1,Low
5.6,10.3,9.7,30,6,64.9,High
5.6,10.1,1.0,60,4,73.3,Medium
5.1,5.7,6.3,45,1,46.7,High
4.8,5.0,1.7,45,6,71.5,Low
5.3,8.6,12.1,15,8,61.7,High
7.2,8.9,4.8,15,3,68.1,High
5.8,8.4,7.9,45,7,73.3,Medium
7.7,3.1,5.9,60,7,72.7,Low
7.0,5.6,4.0,30,9,94.4,Low
4.2,7.4,3.7,0,1,53.7,High
7.9,8.6,10.0,45,5,68.0,High
8.1,9.2,8.4,0,8,76.0,Medium
5.6,7.8,10.9,0,3,48.5,High
7.6,8.2,6.1,45,5,74.7,Medium
5.8,7.7,6.7,30,1,55.8,High
7.1,9.0,5.3,30,9,88.6,Low
5.2,8.2,5.3,60,4,66.0,Medium
4.5,7.6,3.4,30,5,61.0,Medium
6.5,6.9,6.2,30,3,55.9,Medium
6.8,7.7,4.0,0,2,64.3,High
6.4,8.6,7.1,15,7,76.9,Medium
5.3,8.1,6.4,45,5,67.0,Medium
6.4,8.3,6.7,15,10,88.0,Medium
7.4,10.5,10.2,0,3,49.7,High
6.9,8.1,5.9,0,2,57.3,High
7.3,6.1,7.9,30,10,76.6,Low
6.1,9.4,11.1,30,6,55.3,High
8.6,4.5,9.3,30,10,79.2,Low
5.4,5.1,8.9,30,6,55.7,Medium
7.7,8.2,5.2,0,3,68.5,Medium
8.7,8.6,6.6,30,9,91.1,Low
7.7,4.8,2.7,60,1,71.6,Low
6.7,6.7,7.2,0,3,64.5,Medium
6.3,6.2,6.7,30,1,49.3,High
8.5,6.4,6.1,30,7,81.6,Low
5.0,9.6,8.6,45,2,44.6,High
5.6,9.1,3.0,0,4,67.9,High
6.4,7.5,10.1,60,4,59.9,High
8.7,6.3,8.3,30,8,81.4,Low
7.5,4.5,5.8,45,4,69.1,Low
5.6,10.6,5.6,0,3,50.5,High
6.6,8.8,7.2,45,10,85.7,Medium
6.1,5.9,9.8,45,3,49.8,High
6.0,9.1,6.3,15,5,66.9,High
8.4,7.3,6.4,15,6,84.6,Low
5.1,6.9,6.0,30,7,67.9,Medium
9.3,8.5,10.5,0,5,70.9,High
8.2,5.9,5.1,45,7,90.6,Low
8.5,6.7,5.9,0,4,67.3,Low
6.4,7.8,9.7,0,5,59.8,High
6.8,6.4,6.4,30,6,72.2,Medium
5.0,9.0,8.8,0,9,62.1,High
6.3,11.6,3.7,90,6,83.3,Medium
7.7,5.8,5.5,60,10,96.4,Low
8.8,3.8,9.7,30,1,44.9,Medium
5.4,3.1,4.3,45,7,65.1,Low
6.5,7.2,5.6,60,3,61.7,Medium
6.8,6.0,6.6,0,6,70.6,Medium
5.0,8.0,3.5,45,2,68.9,Medium
7.8,7.8,5.0,0,7,79.2,Medium
6.0,4.0,6.3,15,1,40.3,Medium
6.7,3.5,6.1,30,2,48.9,Medium
6.4,8.2,9.2,45,9,83.9,Medium
5.9,7.8,9.9,0,9,69.3,Medium
7.0,6.6,3.9,0,7,79.6,Low
6.7,3.9,6.3,30,2,51.8,Medium
6.5,8.5,7.7,15,5,71.5,Medium
6.0,10.3,9.8,45,4,54.0,High
7.4,8.1,7.8,30,2,61.8,High
9.3,5.6,6.7,0,2,66.8,Medium
7.2,7.6,7.7,0,10,87.5,Low
8.4,4.5,7.7,30,8,71.3,Low
5.1,9.8,3.7,30,5,61.8,Medium
7.2,7.7,6.5,0,8,79.7,Low
5.5,3.6,9.6,15,2,38.0,High
4.9,6.8,5.5,15,2,54.2,High
6.0,8.5,6.3,0,3,56.9,High
8.7,6.8,5.4,30,10,100.0,Low
8.3,6.9,1.0,45,8,96.5,Low
7.3,4.8,6.1,30,8,70.5,Low
4.9,8.7,6.8,45,3,63.2,High
6.7,6.1,4.7,0,1,53.4,High
7.4,2.8,3.1,15,7,79.7,Low
7.2,6.7,3.8,30,4,73.2,Medium
4.4,9.7,7.9,30,3,48.5,High
5.8,6.6,10.9,30,5,55.7,High
6.9,11.3,9.5,45,6,67.6,High
7.8,8.4,2.6,30,1,81.7,Medium
3.9,8.2,8.1,0,9,69.7,High
6.8,7.2,4.3,30,6,83.5,Medium
7.2,7.3,4.5,45,3,70.5,Medium
8.2,6.9,4.8,90,1,77.5,Medium
8.0,6.8,7.8,30,9,86.2,Low
7.8,8.7,8.4,30,2,58.9,High
5.9,5.4,5.8,30,10,73.8,Low
4.3,5.1,5.8,60,6,59.1,Medium
6.4,5.0,7.2,90,6,68.7,Low
8.4,12.0,7.4,45,3,63.7,High
9.0,8.7,8.9,30,6,80.5,Medium
8.0,8.2,2.8,0,2,77.3,Medium
7.6,5.2,6.1,45,8,87.1,Low
7.5,8.9,3.3,45,1,72.6,Medium
6.2,7.2,5.9,45,6,68.8,Medium
6.8,8.0,5.4,0,1,55.8,High
9.3,5.4,5.9,30,9,88.5,Low
5.7,7.9,4.0,0,9,88.1,Medium
9.3,6.6,2.3,45,6,96.7,Low
6.5,5.8,1.0,0,6,75.6,Low
8.9,9.1,5.7,30,9,89.5,Low
5.0,4.1,4.9,0,5,52.0,Low
7.8,8.7,4.3,0,9,85.4,Low
6.0,9.0,9.3,30,5,60.3,High
5.0,5.6,3.9,0,4,60.1,Medium
7.3,5.7,9.5,30,2,52.1,High
8.4,7.0,10.1,60,2,59.3,Medium
5.8,8.1,1.1,90,1,76.6,Medium
4.9,7.2,6.2,0,10,71.0,Medium
6.9,8.5,5.0,45,3,68.7,Medium
6.9,11.4,1.0,15,1,67.0,High
7.8,6.4,2.4,60,6,98.1,Low
8.3,3.7,7.9,45,7,76.1,Low
6.9,9.3,11.0,0,9,63.6,High
9.6,11.2,8.3,15,7,81.3,Medium
7.3,8.4,6.8,15,4,69.2,High
6.5,5.1,5.9,45,4,63.9,Low
4.7,7.2,10.2,15,8,71.0,High
6.6,5.0,11.4,30,4,45.8,Medium
6.5,8.9,4.5,30,1,64.3,High
8.3,4.5,1.0,90,9,100.0,Low
7.6,6.8,1.0,60,3,80.6,Low
5.3,5.3,9.3,15,1,28.9,High
7.2,7.8,5.9,45,9,84.7,Low
7.9,6.7,6.5,45,10,92.2,Low
9.1,7.9,1.5,60,10,100.0,Low
8.2,7.5,4.1,0,5,81.7,Medium
8.1,5.3,5.3,15,9,86.2,Low
7.1,8.9,6.5,15,3,65.5,High
7.5,7.4,5.0,15,6,75.8,Low
8.7,5.3,3.4,0,7,83.0,Low
5.1,12.4,4.0,30,5,66.1,High
6.5,8.5,9.0,30,8,76.0,Medium
5.9,7.2,6.6,30,10,89.3,Low
7.5,10.6,7.5,30,6,68.9,High
8.7,11.6,3.8,0,6,77.5,Medium
6.2,7.2,1.0,60,7,89.0,Low
3.7,8.3,4.7,60,8,66.6,Medium
6.4,5.3,3.8,30,2,62.9,Medium
8.3,7.2,6.9,60,7,85.5,Low
7.8,7.1,14.0,0,9,63.8,Medium
7.6,7.9,7.7,45,1,58.5,High
6.6,8.2,12.8,0,1,41.9,High
5.2,8.7,7.4,15,7,67.6,High
7.7,8.0,4.4,15,5,86.2,Medium
5.8,4.8,6.9,30,1,45.6,Medium
10.1,5.4,10.5,15,1,55.5,Medium
7.8,6.3,10.6,30,2,58.3,Medium
6.2,6.9,4.6,15,10,84.9,Low
6.1,9.8,6.6,60,9,80.9,Medium
6.9,4.9,2.4,30,3,73.6,Low
6.7,6.7,8.1,0,9,67.7,Medium
8.6,9.6,9.9,15,6,68.9,Medium
7.3,6.8,6.1,45,10,89.0,Low
6.0,8.5,4.3,15,6,72.3,Medium
9.6,7.2,6.9,30,7,89.3,Low
7.1,8.1,7.0,30,10,86.4,Low
8.1,7.0,6.2,15,8,84.2,Low
6.1,9.0,6.4,0,3,54.8,High
7.5,4.1,5.6,30,8,77.0,Low
7.4,6.7,8.5,0,6,74.5,Medium
4.4,8.2,7.8,0,6,59.2,High
9.8,8.7,3.5,0,3,81.1,Medium
8.8,10.8,3.5,15,6,79.6,Medium
6.4,6.6,5.4,15,8,81.1,Low
5.5,10.8,7.8,90,7,72.0,Medium
7.5,6.1,6.4,30,10,87.9,Low
7.1,10.4,4.4,45,10,96.1,Low
7.5,9.3,6.7,0,7,74.8,Medium
7.3,5.5,5.2,0,3,64.9,Medium
7.7,8.2,8.2,45,10,94.0,Low
9.0,7.4,6.8,30,3,74.2,Medium
7.8,8.9,5.2,0,5,75.7,Medium
5.5,7.0,6.6,15,5,62.9,Medium
8.9,6.8,9.3,30,9,85.8,Low
9.3,10.5,4.6,45,9,99.3,Low
11.0,7.3,7.0,0,10,93.2,Low
5.4,9.3,5.8,30,5,63.8,High
7.3,7.0,7.1,45,5,76.0,Medium
4.1,11.2,4.4,90,6,72.2,High
7.8,6.0,6.3,45,8,81.9,Low
6.2,6.1,8.8,0,6,65.8,Medium
9.7,10.9,3.7,45,6,93.9,Low
5.9,6.5,2.7,45,9,93.2,Low
4.6,11.0,2.8,45,1,55.5,High
6.3,9.5,3.1,45,4,76.5,High
4.2,7.2,7.5,60,10,76.8,Low
8.1,3.5,2.5,0,10,83.0,Low
4.1,7.5,5.3,0,2,51.3,High
7.0,7.7,7.5,45,9,84.7,Medium
4.1,10.1,7.0,0,3,46.5,High
6.6,11.0,5.0,0,10,86.4,Medium
9.3,6.0,6.5,15,2,65.2,Medium
7.5,9.3,6.3,45,8,85.3,Low
5.8,9.2,5.4,0,4,63.1,High
7.0,9.9,5.5,30,2,64.9,High
7.0,8.6,11.6,0,4,54.3,High
7.7,3.2,8.0,0,7,64.0,Low
5.1,7.2,12.2,15,7,49.0,High
7.8,5.0,4.8,0,1,56.5,Medium
3.5,7.1,5.8,45,1,47.3,High
6.1,9.7,2.7,60,3,68.1,Medium
6.3,8.2,4.0,45,2,63.2,Medium
7.9,10.0,10.8,0,3,50.2,High
7.0,8.3,4.7,30,4,71.8,Medium
5.0,4.6,10.8,0,7,46.7,Medium
5.6,2.0,2.9,0,2,46.6,Medium
7.3,7.8,3.4,30,7,90.5,Low
6.9,7.0,5.1,45,5,70.6,Low
6.2,5.4,5.8,0,8,67.0,Low
6.3,3.8,8.3,0,8,56.5,Low
8.0,5.9,7.1,60,5,73.0,Low
6.3,7.1,5.0,15,10,86.4,Low
6.9,9.0,5.7,60,8,90.4,Low
10.0,7.9,5.2,90,9,100.0,Low
5.0,11.0,3.7,30,7,76.3,High
4.4,5.2,3.8,0,6,55.5,Medium
8.1,9.4,8.6,45,7,78.3,Medium
6.0,7.6,1.4,0,7,86.4,Low
6.6,9.0,10.0,0,3,54.0,High
5.9,6.5,5.1,45,6,80.1,Medium
6.6,9.9,4.1,15,6,85.3,High
9.2,8.1,7.8,0,9,90.0,Low
8.1,6.0,9.7,30,1,46.1,Medium
8.2,7.5,8.8,45,7,94.7,Low
5.0,7.0,7.3,0,1,49.0,High
5.4,8.6,8.7,0,10,77.3,Medium
3.5,4.9,1.7,0,4,54.0,Medium
5.9,7.4,4.7,15,7,76.2,Low
8.3,8.4,3.7,45,6,86.8,Low
7.7,7.6,9.1,45,6,76.5,Medium
6.7,10.5,5.0,30,5,69.4,Medium
7.0,9.2,8.1,0,7,73.1,High
6.0,7.5,7.3,0,9,72.6,Medium
7.3,8.0,3.8,0,6,85.2,Medium
8.1,8.2,4.5,0,10,96.4,Low
4.7,8.4,9.2,0,7,65.0,High
7.4,3.5,4.1,15,9,87.3,Low
8.3,6.8,6.3,0,7,79.9,Low
6.4,4.2,4.0,45,6,76.6,Low
8.0,10.3,5.2,45,3,77.2,High
10.9,7.4,5.9,30,1,76.2,Medium
6.9,7.1,4.0,0,10,90.4,Low
7.6,9.5,3.6,60,9,97.8,Low
6.0,8.4,6.7,90,7,80.1,Medium
7.3,5.0,3.9,0,3,60.8,Medium
7.6,7.3,4.0,45,10,100.0,Low
7.3,6.8,3.7,45,9,90.1,Low
5.6,3.7,5.8,30,3,50.0,Medium
7.3,6.0,8.4,15,3,54.7,Medium
9.0,7.1,9.8,30,7,79.0,Low
7.6,7.2,4.2,30,2,79.1,Medium
8.3,4.2,11.4,15,10,68.8,Low
6.7,10.0,3.5,60,7,80.2,Low
8.0,7.3,8.7,45,7,78.7,Low
7.4,7.6,4.2,0,1,59.7,High
5.7,8.4,3.8,30,10,91.5,Low
7.4,5.8,4.1,30,2,62.1,Low
5.6,8.5,5.9,0,5,65.8,Medium
6.1,6.7,7.4,15,4,54.3,High
7.3,5.5,7.7,60,3,60.5,Medium
7.4,8.8,3.6,30,10,93.0,Low
5.3,10.8,3.5,0,8,80.0,Medium
8.5,9.1,3.7,0,7,84.6,Medium
7.8,9.5,5.7,30,9,91.0,Low
6.0,6.4,5.5,30,3,61.8,Medium
4.8,4.0,3.6,15,10,75.2,Low
6.8,10.8,6.7,30,1,55.5,High
6.4,12.0,11.7,0,9,62.1,High
7.2,10.9,4.7,0,9,87.8,Medium
6.5,6.8,4.9,30,1,63.1,High
4.2,5.0,7.4,0,8,63.5,Medium
6.5,5.2,4.6,60,10,83.3,Low
6.6,3.8,7.7,0,1,34.9,Medium
7.9,7.3,4.2,30,6,90.8,Low
6.0,11.0,10.6,15,9,66.8,High
9.4,7.2,6.9,15,3,67.5,Medium
4.3,8.2,4.4,45,6,71.6,Medium
8.8,10.5,4.5,30,3,76.7,Medium
6.7,6.6,4.7,45,5,74.4,Medium
8.2,12.0,9.4,30,7,72.1,High
7.1,11.9,2.8,30,10,86.9,Medium
8.6,7.2,4.3,45,4,81.7,Low
6.5,6.2,4.6,30,4,68.4,Medium
5.5,9.0,6.0,30,7,70.6,Medium
9.0,6.7,5.3,45,5,81.5,Low
6.8,5.0,2.3,60,1,63.3,Low
7.3,10.3,5.0,15,10,83.9,Medium
8.7,10.2,5.8,30,2,65.8,High
5.6,7.8,4.4,0,6,73.3,Medium
7.8,4.7,7.7,15,9,71.2,Low
6.2,4.8,8.3,15,7,58.4,Low
6.8,7.7,5.8,45,4,65.5,Medium
7.1,6.4,6.6,30,2,65.3,Medium
4.9,6.7,1.0,45,4,77.5,Medium
5.9,9.7,4.9,0,5,71.3,High
8.9,9.1,8.5,30,2,66.0,High
8.2,10.5,4.9,60,1,69.4,High
6.9,5.3,4.2,0,4,63.5,Low
7.3,6.7,11.7,0,6,63.0,High
6.6,9.2,10.5,15,1,45.3,High
8.9,8.5,7.2,45,1,59.7,Medium
6.7,10.9,8.8,30,9,66.1,High
7.3,8.4,1.0,30,5,89.4,Low
8.6,11.6,4.0,30,2,65.8,High
5.9,8.7,4.8,0,2,59.5,High
9.2,9.8,5.4,45,4,83.3,Medium
4.9,6.8,4.8,0,2,49.6,High
9.3,7.5,1.0,15,4,89.1,Low
6.5,9.5,7.0,30,6,69.6,Medium
6.7,11.0,7.4,45,7,69.0,High
4.4,9.1,10.0,45,6,51.6,High
6.4,7.3,4.0,45,4,69.7,Low
5.5,10.5,3.8,15,10,77.8,Medium
6.1,2.7,1.0,0,3,57.4,Low
6.8,4.4,5.3,0,4,57.7,Medium
8.3,9.0,8.3,60,5,73.8,Medium
7.3,7.5,4.5,60,4,73.1,Low
7.4,8.8,11.4,90,3,66.5,High
5.5,7.6,5.4,0,1,50.5,High
5.8,8.8,6.4,30,3,71.5,High
9.5,5.7,2.6,30,5,90.1,Low
6.0,8.8,6.7,45,6,64.4,Medium
9.3,9.7,1.1,30,4,94.8,Low
6.7,10.2,7.7,45,1,51.3,High
7.0,11.9,7.8,15,10,73.2,High
8.5,8.0,9.4,0,7,74.3,Medium
8.8,8.1,3.5,0,9,100.0,Low
6.8,4.1,6.4,0,6,63.3,Low
6.5,6.3,7.4,15,6,66.6,Medium
6.9,7.1,7.1,0,9,75.2,Medium
7.5,9.8,3.8,15,4,77.7,High
8.2,6.2,1.0,30,5,83.0,Low
7.0,9.3,6.9,60,5,77.8,Medium
7.9,7.5,5.6,45,5,81.2,Medium
9.3,7.1,4.6,0,8,88.7,Low
7.5,8.0,7.9,0,1,64.5,High
7.4,6.6,5.9,0,10,88.8,Low
4.9,6.6,2.7,90,10,95.9,Low
3.5,3.7,1.2,30,3,54.1,Low
7.5,7.0,3.2,0,8,82.5,Low
6.9,6.4,12.0,45,9,69.5,Medium
6.3,6.4,7.8,15,2,58.0,High
7.3,8.4,6.5,60,4,68.9,Medium
6.9,8.9,5.5,0,8,82.4,Medium
8.6,8.0,5.4,15,5,86.7,Medium
7.1,9.7,8.9,30,1,57.7,High
6.0,8.8,4.8,60,6,75.5,Medium
8.4,6.9,7.4,60,9,87.9,Low
6.7,6.5,5.1,30,9,84.8,Low
7.7,8.2,10.9,0,1,50.7,High
6.3,8.8,7.9,15,4,66.0,High
6.1,10.6,9.1,90,1,51.8,High
7.1,10.1,4.5,30,7,85.1,Medium
7.0,6.3,8.6,45,3,48.5,Medium
7.7,7.3,5.2,15,2,65.3,Medium
6.6,9.0,6.3,30,8,84.0,Medium
4.4,9.8,10.1,15,9,65.1,High
6.4,9.6,3.4,45,7,80.2,Medium
8.1,7.4,6.5,60,6,87.2,Low
6.6,4.7,7.1,30,10,71.1,Low
6.7,5.3,7.3,30,6,70.4,Low
8.4,8.1,4.9,15,9,93.4,Low
6.0,8.3,11.2,0,5,52.1,High
4.8,5.1,2.8,60,5,67.8,Low
6.8,7.6,9.6,15,2,54.2,High
6.3,8.9,9.0,45,6,76.2,High
5.6,5.0,10.8,45,6,58.2,Medium
6.8,9.9,2.0,45,6,80.8,Low
7.7,6.7,3.8,60,4,75.5,Low
7.0,10.3,9.7,30,7,59.9,High
7.4,6.3,1.3,60,9,100.0,Low
9.5,5.2,2.0,0,1,69.6,Low
6.5,6.5,4.8,30,3,67.6,Low
7.4,7.3,6.5,45,10,89.0,Low
6.3,6.6,10.0,0,9,65.7,Medium
5.8,7.0,5.5,45,5,64.4,Medium
6.2,8.2,4.5,45,6,84.5,Medium
6.3,7.1,6.8,45,8,76.4,Low
7.5,7.4,7.2,15,9,79.9,Low
10.3,3.7,7.1,30,8,86.0,Low
6.0,8.4,5.6,15,3,57.1,High
6.4,7.3,1.1,45,10,100.0,Low
6.9,11.0,3.7,30,1,58.5,High
7.6,5.4,9.6,30,5,60.1,Medium
7.4,3.5,6.5,15,7,58.8,Low
8.8,8.9,5.2,0,2,71.6,High
3.6,8.3,8.8,0,1,45.7,High
3.7,5.3,3.2,0,4,48.9,Medium
6.3,4.1,5.4,30,3,60.2,Low
8.5,10.9,6.3,45,4,72.8,Medium
4.8,10.6,4.9,0,1,49.6,High
3.5,2.0,6.3,0,2,24.4,Medium
7.8,6.5,5.5,30,1,58.0,Medium
7.3,11.2,2.5,45,3,74.2,Medium
5.5,6.5,6.5,0,4,55.7,High
5.6,6.4,2.7,0,1,57.1,High
5.6,6.9,6.4,0,6,58.9,Medium
7.2,5.0,9.4,15,2,49.4,Medium
6.1,3.7,5.3,0,10,74.3,Low
7.7,9.8,3.1,15,5,84.1,Medium
3.5,3.4,5.7,45,8,60.6,Low
5.8,8.0,3.9,30,4,81.3,Medium
5.4,9.5,7.5,0,5,66.4,High
6.6,4.3,5.6,30,9,76.2,Low
6.2,5.5,10.3,30,2,43.9,High
8.1,10.2,8.9,60,2,58.3,High
4.4,8.7,5.6,0,6,58.5,High
7.1,6.1,7.8,45,6,69.2,Medium
7.8,10.1,5.0,45,3,69.3,High
9.6,10.2,6.1,0,9,86.9,Medium
6.3,8.1,5.1,60,1,66.4,High
7.5,5.5,7.9,30,3,52.0,Medium
4.5,6.6,9.6,30,8,56.7,Medium
3.7,8.1,8.0,0,8,54.8,Medium
8.2,7.1,8.3,0,4,59.2,High
7.0,9.6,8.3,30,8,73.2,Medium
8.6,4.1,7.4,15,10,83.7,Low
5.1,4.2,3.2,30,8,80.3,Low
